,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,hour,minute
18076,6,0,1,3,2,7,3,3,7,1,5,3,0,0,3,2,1,0,0,2,0,0,2,2,5,0,12,43
18077,5,0,1,4,2,3,3,2,7,2,5,2,0,0,3,2,8,1,0,7,0,1,2,2,5,9,18,13
18078,4,0,1,4,0,5,2,5,7,1,5,7,0,0,3,2,2,0,0,8,0,1,1,2,5,10,14,45
18079,0,2,1,4,1,0,3,5,8,4,5,0,0,0,3,2,0,1,0,2,0,0,0,2,5,1,8,48
18080,0,1,1,4,2,5,3,3,9,4,5,1,0,3,1,2,8,0,0,2,0,1,0,1,5,9,6,22
18081,1,0,1,4,3,14,3,5,7,3,5,1,0,0,0,2,8,1,2,2,0,1,3,2,5,1,22,4
18082,4,0,1,1,1,7,1,1,6,2,6,6,1,0,2,2,8,1,0,2,1,0,0,1,5,10,20,16
18083,1,0,1,2,2,14,1,5,6,3,1,1,0,0,3,2,7,1,0,9,1,1,1,2,5,2,6,45
18084,4,0,1,4,4,5,3,2,7,2,5,7,0,2,2,2,7,1,0,2,3,2,5,3,5,1,20,30
18085,0,2,1,4,1,0,2,1,9,1,1,1,0,2,3,4,1,0,1,2,3,2,5,3,5,12,11,45
18086,0,1,1,4,3,13,3,3,6,4,5,1,2,0,0,2,8,0,0,2,0,0,1,1,5,0,1,18
18087,3,0,1,4,2,10,3,2,6,1,5,0,0,2,0,4,8,0,1,9,0,0,2,1,5,3,20,4
18088,4,2,1,0,1,0,3,2,8,5,5,5,3,0,3,2,8,1,1,2,3,2,5,3,5,8,15,46
18089,3,1,1,1,2,5,3,5,6,2,5,1,0,3,0,4,8,0,0,3,0,1,1,2,5,2,20,5
18090,2,0,1,2,1,0,3,5,10,4,5,7,0,1,0,2,8,1,0,3,3,2,5,3,5,1,17,1
18091,5,0,1,0,1,5,3,5,10,5,5,0,0,3,3,2,8,3,5,2,2,1,4,2,5,1,11,30
18092,2,2,1,1,1,0,3,1,9,2,5,0,0,0,3,2,1,0,0,2,2,1,4,2,5,6,14,19
18093,0,1,1,2,3,2,3,3,7,5,5,1,0,3,3,3,8,1,1,3,0,0,1,2,5,1,10,35
18094,3,0,0,2,2,0,3,4,6,4,5,2,0,3,0,2,8,1,0,2,1,1,2,2,5,12,18,46
18095,6,2,1,4,3,0,3,1,7,4,5,1,0,3,3,2,8,1,1,2,0,1,0,2,5,9,10,35
18096,3,1,1,4,2,2,3,5,4,2,5,7,0,0,2,2,8,1,0,2,3,2,5,3,5,12,18,25
18097,4,0,1,2,3,0,2,4,6,2,5,7,2,0,3,2,8,0,0,2,0,0,1,2,5,2,17,45
18098,1,1,1,4,3,3,3,2,6,0,5,4,0,0,0,3,8,0,0,1,0,0,1,2,5,3,20,50
18099,4,0,1,4,3,8,0,1,7,0,5,0,0,0,3,2,3,0,0,2,1,1,0,2,5,16,9,47
18100,0,0,1,2,2,2,3,1,6,4,6,7,0,0,3,2,8,0,0,5,0,1,1,2,5,7,12,50
18101,3,1,1,1,2,10,3,4,1,3,4,0,0,0,3,2,8,1,0,2,3,2,5,3,5,9,16,20
18102,0,2,1,2,0,5,3,5,9,2,5,7,0,0,3,2,8,0,0,2,0,1,1,2,5,13,9,51
18103,2,1,1,4,1,1,3,5,4,2,5,7,0,1,3,2,8,1,0,2,1,1,0,2,5,10,13,29
18104,5,1,1,2,1,7,3,2,3,3,5,1,0,0,3,2,8,0,0,2,2,1,3,2,5,1,6,1
18105,0,3,1,2,0,5,3,3,8,1,5,5,0,0,3,2,8,0,0,2,0,1,1,2,5,13,8,52
18106,0,0,1,4,1,1,3,2,4,3,6,1,0,0,3,2,1,0,0,2,1,1,3,2,5,0,18,0
18107,5,0,1,4,3,4,3,4,6,2,4,4,0,0,3,2,7,1,1,2,0,1,0,2,5,1,7,49
18108,0,1,1,2,3,0,3,5,7,2,5,7,1,0,0,2,1,0,0,3,1,0,3,2,5,11,19,25
18109,5,0,1,3,2,8,3,0,6,0,5,7,0,0,3,2,8,0,0,2,0,1,0,2,5,9,18,25
18110,1,0,1,4,1,7,3,5,10,2,5,1,0,0,0,2,1,0,0,1,2,1,4,2,3,9,18,30
18111,1,0,1,2,2,2,1,3,7,2,5,1,0,1,0,2,8,1,1,2,2,1,2,2,5,10,0,10
18112,4,1,0,4,1,0,3,2,8,1,5,0,0,0,3,2,8,0,0,2,2,1,4,1,1,8,8,43
18113,1,0,1,4,1,0,3,5,6,2,6,1,0,0,3,2,1,0,0,2,3,2,5,3,5,10,13,22
18114,6,2,1,4,2,1,3,5,7,2,5,7,0,0,3,2,6,1,0,2,1,1,1,2,5,0,14,56
18115,1,0,1,4,2,0,3,4,5,4,5,6,0,0,3,2,8,1,0,2,2,1,0,2,5,9,15,29
18116,0,4,0,1,3,4,3,3,9,6,5,1,0,0,3,2,2,0,1,2,0,0,0,2,5,2,20,0
18117,1,0,1,2,4,6,3,4,2,2,5,7,0,0,3,2,8,1,0,3,1,1,3,2,5,9,17,50
18118,0,1,1,1,0,0,3,1,8,4,5,7,0,3,2,2,8,1,1,2,3,2,5,3,5,10,17,25
18119,4,1,1,3,1,7,3,5,5,3,5,1,0,3,3,2,8,1,0,2,1,0,0,2,5,1,6,49
18120,6,2,1,4,2,5,0,4,6,2,5,7,0,3,0,2,8,1,0,2,0,0,1,2,5,2,18,35
18121,2,2,1,1,2,5,3,1,5,4,5,1,0,0,0,2,2,2,2,1,0,1,0,2,5,0,0,10
18122,1,0,1,3,0,12,3,5,6,1,5,7,0,0,2,2,8,1,0,1,3,2,5,3,5,1,17,52
18123,4,1,1,4,0,1,3,2,6,2,5,6,0,0,3,2,8,2,0,2,0,0,2,2,5,1,8,50
18124,0,1,1,4,0,5,3,3,11,5,5,0,0,0,0,2,1,0,0,4,3,2,5,3,5,16,1,0
18125,1,0,1,4,2,13,3,5,6,2,5,1,0,0,3,2,8,0,0,1,0,0,0,2,5,14,18,10
18126,4,0,1,1,3,9,3,1,6,1,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,10,9,4
18127,2,3,1,4,1,8,3,3,9,2,5,0,0,0,2,2,1,0,0,2,3,2,5,3,5,10,12,30
18128,4,0,1,4,3,8,3,1,2,4,5,1,0,3,3,2,8,0,0,8,0,1,2,2,5,2,7,30
18129,5,2,1,2,2,0,3,2,6,4,5,7,0,0,3,2,2,1,0,4,3,2,5,3,5,1,8,22
18130,2,0,1,4,3,5,3,1,4,2,6,7,1,0,0,6,8,1,0,2,0,0,0,2,5,1,17,26
18131,5,1,1,4,1,0,3,5,7,1,1,5,0,0,3,2,8,1,0,2,2,1,4,2,3,0,7,30
18132,1,0,1,1,1,1,3,5,7,2,5,7,0,0,2,2,8,0,1,2,0,1,0,2,5,2,14,52
18133,1,0,1,1,0,8,0,2,7,2,5,1,0,0,3,2,8,1,2,1,2,0,2,2,5,10,11,14
18134,3,0,1,4,1,0,3,3,6,2,5,5,0,0,0,2,8,0,0,2,0,0,1,2,5,0,1,4
18135,3,0,1,4,1,4,3,5,6,2,5,1,0,0,2,2,8,0,0,2,1,1,1,2,5,1,3,1
18136,3,0,1,4,0,7,1,3,7,0,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,12,18,42
18137,1,1,1,3,2,3,3,1,6,2,5,3,0,0,3,2,8,1,5,2,3,2,5,3,5,9,12,4
18138,0,1,1,1,1,8,3,5,6,2,5,1,0,0,3,2,1,1,0,2,0,1,0,2,5,4,11,47
18139,0,0,1,4,2,6,2,4,6,5,5,7,0,3,0,4,8,1,2,2,2,1,2,2,2,3,22,5
18140,4,3,0,4,0,5,3,5,6,1,5,7,0,2,0,3,8,0,0,2,0,0,0,2,5,0,16,45
18141,4,0,0,3,2,0,3,5,6,5,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,8,7,35
18142,5,2,1,4,3,0,2,0,11,2,5,0,0,0,0,2,8,0,0,2,2,1,0,1,5,11,21,20
18143,3,4,0,4,3,4,3,2,7,2,5,1,0,0,0,2,8,1,0,2,0,1,0,2,5,2,0,35
18144,1,0,1,4,2,11,3,3,8,4,5,1,0,0,0,2,2,0,0,2,2,1,4,2,5,2,2,15
18145,2,0,1,3,3,9,3,5,6,5,5,1,3,3,0,4,8,1,0,2,0,1,0,2,5,2,19,10
18146,3,1,1,4,0,10,3,5,6,2,5,7,0,0,3,2,7,1,0,4,3,2,5,3,5,5,17,44
18147,2,0,1,2,0,4,3,5,7,2,5,3,0,0,3,2,8,0,0,2,1,1,4,2,5,16,15,35
18148,0,2,0,2,2,6,3,3,7,2,5,7,0,1,1,2,8,1,0,3,0,1,4,2,5,11,17,0
18149,6,1,1,4,1,0,3,2,7,3,5,0,0,0,3,2,8,0,0,3,0,0,0,2,5,2,8,4
18150,4,4,0,4,3,3,3,1,8,2,5,1,0,0,0,2,8,1,0,2,0,1,0,2,5,2,0,35
18151,5,2,1,4,1,0,3,5,6,2,5,3,0,0,3,2,8,1,1,3,0,0,0,2,5,10,8,49
18152,0,0,1,1,1,0,3,0,8,5,3,6,0,0,3,2,8,0,0,2,3,2,5,3,5,2,10,56
18153,0,2,0,4,2,0,3,3,2,2,5,0,0,1,0,3,8,1,0,2,1,1,1,2,5,0,4,36
18154,2,0,1,3,1,7,3,3,6,2,5,0,0,2,0,3,8,0,0,7,2,0,4,2,5,2,21,4
18155,2,3,0,2,2,7,3,3,7,1,5,7,0,0,1,2,1,1,0,2,0,1,0,2,5,2,22,27
18156,5,4,0,2,0,7,3,3,7,5,3,0,0,0,2,2,6,0,0,2,0,1,0,1,5,3,10,0
18157,5,1,1,1,1,7,3,3,7,4,5,0,0,2,3,2,8,1,0,2,0,1,1,1,3,0,17,0
18158,3,2,1,1,1,0,3,5,6,2,5,1,0,0,3,2,8,2,0,2,0,1,2,2,5,4,18,32
18159,2,0,1,4,3,8,3,5,6,0,5,2,0,0,3,2,8,1,0,2,1,0,2,2,2,10,13,30
18160,5,2,1,3,1,0,3,5,6,3,5,7,0,0,3,2,8,1,0,3,0,1,3,2,5,11,15,3
18161,0,1,1,3,0,3,3,1,5,4,5,7,0,3,2,2,8,1,1,2,3,2,5,3,5,12,17,25
18162,0,1,1,4,1,11,3,5,6,5,5,7,0,0,3,2,8,0,0,3,0,0,1,2,5,0,17,54
18163,4,0,1,4,3,0,3,4,7,2,5,0,0,0,3,2,8,0,0,2,3,2,5,3,5,12,15,25
18164,0,3,1,4,1,2,1,3,9,0,3,1,0,1,3,5,1,0,0,2,3,2,5,3,5,11,10,45
18165,1,0,1,5,1,2,3,4,7,3,5,0,0,0,2,2,8,1,2,2,3,2,5,3,5,1,20,26
18166,0,3,0,4,1,0,3,4,5,2,5,4,0,0,3,2,1,1,0,2,0,1,1,1,5,3,18,40
18167,4,2,1,4,2,10,3,1,7,1,5,5,0,1,0,3,8,0,0,2,2,0,4,2,5,1,18,15
18168,4,1,1,4,0,0,3,5,4,2,5,7,0,0,3,2,2,1,0,3,1,1,2,2,5,10,11,11
18169,5,1,1,1,2,9,3,2,1,2,4,1,0,0,3,2,8,1,0,2,3,2,5,3,5,9,16,12
18170,1,1,1,4,2,13,3,2,6,5,5,0,0,0,0,2,8,0,0,2,1,0,1,2,5,4,19,40
18171,4,0,1,2,2,4,3,1,6,4,5,0,0,0,3,2,1,0,0,5,0,1,0,2,5,12,15,9
18172,4,1,1,1,1,7,3,5,3,2,5,5,1,0,3,2,2,1,0,2,3,2,5,3,5,11,9,12
18173,4,3,1,2,0,5,3,2,7,4,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,1,15,10
18174,2,0,1,0,0,5,3,1,5,3,5,0,0,0,3,2,2,0,0,2,2,0,2,2,5,0,14,32
18175,3,0,1,4,0,9,3,1,3,0,5,0,0,0,3,2,8,0,0,2,1,1,2,2,5,0,16,35
18176,0,0,0,2,0,0,3,4,2,5,5,1,0,1,3,2,8,1,0,9,0,0,1,2,2,5,10,21
18177,3,1,1,2,2,5,3,5,6,2,5,7,1,0,1,2,8,1,0,0,1,0,4,2,5,1,19,56
18178,1,0,1,3,2,6,3,1,6,2,5,6,0,2,0,2,8,0,0,2,3,2,5,3,5,17,12,54
18179,2,0,0,1,2,0,3,4,6,1,4,1,0,0,2,2,8,0,1,2,3,2,5,3,5,3,15,33
18180,1,1,1,4,0,9,3,5,6,2,5,7,1,0,3,2,2,0,0,3,3,2,5,3,5,11,13,51
18181,3,0,1,4,0,8,3,3,4,2,5,2,0,3,3,3,1,0,0,2,0,1,0,2,5,10,12,0
18182,5,1,1,2,2,0,3,5,3,4,5,0,0,0,1,2,8,0,0,2,2,1,3,2,5,0,19,13
18183,3,1,1,1,2,4,3,5,8,5,5,7,0,0,0,2,8,0,0,1,0,0,4,2,5,2,20,55
18184,1,0,0,1,1,9,0,2,7,1,5,1,0,0,3,2,8,1,1,2,1,0,2,2,5,10,11,14
18185,3,1,1,4,1,11,3,5,6,5,5,1,0,0,3,2,8,0,0,2,0,0,0,2,5,10,13,45
18186,4,2,1,3,2,7,0,4,8,1,5,6,0,0,3,2,8,0,0,2,2,1,2,2,5,10,6,50
18187,5,1,1,4,1,0,3,3,4,3,5,3,0,1,3,2,8,1,0,3,0,0,0,2,5,10,7,49
18188,0,2,1,4,0,4,2,5,9,1,5,2,0,0,3,3,2,0,0,2,3,2,5,3,5,14,11,41
18189,5,0,0,4,3,13,3,4,7,4,5,1,1,0,2,2,1,0,0,2,0,1,0,2,5,11,16,50
18190,1,3,0,3,2,5,3,5,9,4,5,7,0,0,3,2,8,1,0,2,0,1,1,2,5,2,21,45
18191,2,0,1,1,2,8,3,1,8,5,5,4,0,0,1,2,5,2,2,1,0,0,0,2,5,0,0,10
18192,4,1,1,1,1,0,3,4,1,6,5,5,0,0,3,2,6,1,0,1,0,1,0,2,5,11,8,50
18193,4,1,1,3,1,0,3,5,2,2,5,7,0,0,3,2,2,1,0,2,2,1,4,2,5,9,13,9
18194,2,0,1,4,3,0,1,1,6,1,6,1,0,0,3,2,8,0,0,2,3,2,5,3,5,12,13,54
18195,5,4,1,1,0,0,3,5,7,2,5,7,0,0,3,2,2,0,0,4,0,1,0,2,5,2,9,25
18196,4,0,1,4,2,6,3,5,6,0,3,1,0,0,3,2,8,1,0,3,0,0,3,2,3,10,14,29
18197,4,0,1,4,1,14,3,4,1,2,4,7,0,0,3,2,8,4,1,2,0,1,1,2,5,9,8,23
18198,5,1,1,0,1,0,3,5,8,2,5,1,0,0,3,2,8,1,0,4,0,0,0,2,5,10,7,2
18199,4,0,1,2,2,4,1,5,6,5,5,3,0,0,3,2,8,0,0,2,1,0,0,2,5,10,15,45
18200,1,0,1,4,3,0,3,5,8,5,5,1,0,0,0,2,4,0,0,2,0,0,0,2,5,3,14,0
18201,4,1,1,4,1,14,3,3,7,5,5,0,0,3,3,4,8,1,0,2,1,1,3,2,5,10,10,46
18202,0,3,1,4,2,0,3,1,5,4,5,0,0,0,3,2,2,1,0,2,1,0,2,2,5,3,18,42
18203,2,1,1,4,1,9,0,3,8,4,5,2,0,2,0,6,8,0,0,2,0,0,0,1,5,0,22,33
18204,4,1,0,1,0,0,3,2,9,5,7,0,0,0,2,2,6,1,0,2,0,1,3,2,5,11,16,10
18205,2,0,1,4,1,5,1,5,7,3,5,0,0,0,1,2,8,0,0,2,1,0,1,2,5,2,2,1
18206,2,0,1,4,1,0,2,1,9,4,5,0,0,1,1,4,8,1,2,2,3,2,5,3,5,10,16,16
18207,5,0,1,3,3,5,3,5,7,2,5,1,0,0,0,2,8,0,1,7,0,1,1,2,5,1,21,10
18208,1,3,1,1,3,14,2,3,6,1,3,0,0,0,3,2,3,1,0,3,0,1,0,2,5,1,9,45
18209,5,0,1,4,0,11,3,5,6,5,5,0,0,0,3,2,2,0,0,2,2,1,4,2,5,16,8,28
18210,3,3,1,4,1,0,3,2,8,4,5,1,0,0,3,2,8,0,0,6,0,1,0,1,5,1,17,10
18211,2,0,1,2,1,9,1,4,6,2,5,1,0,0,3,2,4,1,2,7,0,0,1,2,5,9,12,14
18212,5,1,1,3,2,2,3,2,7,2,5,1,0,0,2,2,8,1,0,5,0,0,3,2,5,9,18,12
18213,5,1,1,4,1,9,3,1,6,1,5,7,0,0,3,2,6,1,0,1,0,0,1,2,5,11,16,27
18214,5,1,1,1,2,1,3,5,6,1,5,7,0,0,1,0,8,1,0,2,1,0,0,2,3,1,17,45
18215,4,2,1,4,0,12,3,5,2,2,5,1,0,3,3,4,5,1,0,2,0,1,0,2,5,11,13,0
18216,5,0,1,3,0,7,3,5,6,0,5,1,0,3,0,2,7,0,0,2,2,1,3,1,5,2,19,43
18217,0,0,1,4,1,0,3,5,7,4,5,1,0,2,0,3,8,0,0,2,0,1,3,2,5,1,21,2
18218,6,1,1,4,0,5,2,0,6,0,5,0,0,2,0,2,2,0,0,2,0,1,0,1,5,16,17,47
18219,5,2,1,4,2,3,3,3,6,1,4,7,0,0,3,2,5,3,0,2,3,2,5,3,5,9,8,25
18220,5,3,0,4,2,7,0,4,8,2,5,5,0,0,2,2,8,0,0,2,2,1,1,1,5,10,4,50
18221,3,3,1,4,2,7,3,2,7,3,5,7,0,0,1,2,8,1,1,3,3,2,5,3,5,1,16,18
18222,3,0,1,1,2,0,3,5,7,1,5,1,0,0,3,2,8,0,0,2,2,1,4,2,5,4,15,33
18223,4,0,1,4,2,0,1,1,6,2,5,4,0,0,3,2,8,1,0,3,0,0,0,2,5,12,18,30
18224,0,0,1,4,2,10,3,5,7,4,5,7,0,0,3,2,8,0,0,2,1,0,2,2,1,9,14,0
18225,3,2,1,4,2,7,3,2,4,4,5,1,0,3,3,2,1,1,0,1,2,1,3,2,5,10,11,0
18226,0,0,1,4,4,7,3,3,7,3,5,7,0,0,3,2,5,0,0,2,0,0,2,2,5,9,10,0
18227,4,0,1,4,1,7,1,2,8,2,5,1,0,0,3,2,2,1,1,3,0,1,0,2,5,11,8,4
18228,0,0,1,2,1,5,3,2,7,4,5,1,0,0,3,2,6,0,0,11,0,0,0,2,3,9,9,22
18229,0,0,1,2,0,10,3,4,1,5,5,1,1,0,0,2,8,1,0,2,2,1,3,1,5,10,2,10
18230,4,1,1,4,2,0,3,2,6,2,5,7,0,0,3,2,7,1,0,2,2,0,4,2,0,10,16,30
18231,1,0,1,4,2,14,3,5,6,0,5,7,0,0,3,2,8,1,0,2,0,0,2,2,5,12,12,8
18232,0,0,1,3,2,4,1,3,5,4,5,7,0,2,0,3,8,1,1,4,1,0,0,1,0,3,22,5
18233,3,1,1,4,2,3,1,5,7,1,5,7,0,0,1,2,8,0,0,2,0,1,1,2,5,9,19,1
18234,0,3,1,4,1,0,2,2,8,5,5,7,0,0,3,2,8,0,0,6,0,1,0,2,5,14,17,31
18235,2,2,1,1,2,11,3,5,6,2,5,7,0,0,3,2,8,0,0,0,1,0,0,2,5,3,17,22
18236,2,1,0,2,0,15,3,5,7,2,5,7,0,0,3,2,4,0,0,2,1,0,4,2,5,1,13,3
18237,5,0,1,4,0,8,3,5,6,2,5,1,0,2,3,2,3,1,0,2,3,2,5,3,5,11,8,8
18238,1,1,1,4,2,11,3,5,6,3,5,5,0,0,3,2,8,1,0,1,2,1,3,2,5,1,13,42
18239,1,1,1,2,2,0,3,5,6,0,5,7,0,0,1,2,8,1,0,2,0,0,0,2,5,7,21,41
18240,1,3,1,3,2,0,3,2,5,2,6,1,0,0,3,2,8,0,0,2,3,2,5,3,5,15,8,4
18241,6,0,1,5,1,5,3,0,6,3,3,7,0,0,3,2,4,2,0,2,1,0,4,2,5,9,8,27
18242,2,1,1,4,2,0,3,5,6,5,5,0,0,0,3,2,6,1,0,2,1,0,3,2,5,0,16,17
18243,3,3,0,4,1,8,3,5,6,5,6,7,0,0,3,6,8,0,0,1,3,2,5,3,5,1,18,38
18244,3,1,1,4,3,14,3,5,6,2,5,1,0,0,3,2,8,1,0,2,2,1,0,2,5,1,11,17
18245,0,0,1,4,0,0,3,5,3,4,5,7,0,2,2,2,8,1,1,2,3,2,5,3,5,13,17,25
18246,5,1,1,1,1,4,3,5,6,2,5,6,0,3,3,2,8,1,0,1,3,2,5,3,5,12,11,15
18247,2,0,1,3,2,9,3,4,6,2,5,7,0,0,3,2,8,0,0,7,0,1,0,2,5,8,11,48
18248,1,2,1,1,1,4,3,4,7,2,3,1,0,0,3,2,8,1,0,1,0,0,0,2,5,10,10,53
18249,4,0,1,4,3,0,2,5,7,0,5,1,3,0,3,2,6,0,0,2,3,2,5,3,5,12,16,49
18250,1,2,1,4,3,8,3,5,3,1,5,0,0,0,0,2,1,0,0,2,2,1,4,2,5,4,23,21
18251,1,2,1,4,2,5,3,0,6,3,5,7,0,0,3,2,8,0,0,2,2,0,3,1,5,10,13,29
18252,4,2,1,3,3,0,3,3,10,3,5,0,0,0,1,2,8,0,1,2,1,1,3,2,5,0,3,12
18253,3,1,0,4,1,6,3,3,8,3,5,0,2,0,0,3,8,0,0,7,2,0,3,2,5,3,4,0
18254,2,1,1,4,1,14,3,5,6,2,5,1,0,1,3,2,8,1,0,2,1,0,0,2,5,1,11,2
18255,1,1,1,2,1,2,3,1,8,4,5,1,3,0,1,2,8,1,0,7,1,0,2,2,5,2,6,0
18256,4,2,1,0,2,0,3,5,2,5,5,7,0,0,3,2,6,1,1,1,0,1,1,2,5,11,8,52
18257,4,2,1,0,2,0,3,5,5,2,5,7,0,0,3,2,7,1,1,1,0,1,3,2,5,10,7,57
18258,6,0,1,4,2,8,3,5,8,5,5,1,0,0,3,2,6,0,0,2,0,0,0,2,5,2,11,42
18259,5,0,1,1,2,8,3,0,4,3,5,0,0,1,3,2,8,1,0,3,1,0,0,2,2,13,14,10
18260,1,0,1,2,0,3,3,3,8,6,5,0,0,0,3,2,1,1,0,2,2,1,4,2,5,2,16,18
18261,0,1,1,2,2,12,3,1,7,1,5,6,0,0,2,2,8,1,0,2,2,1,4,2,5,1,19,11
18262,6,0,1,4,3,5,3,4,4,1,4,2,0,0,3,2,1,0,0,2,0,0,3,2,5,10,14,34
18263,5,1,1,3,0,0,3,2,5,2,5,2,0,0,3,2,8,0,0,3,0,1,1,2,5,1,16,13
18264,2,0,1,4,2,7,3,5,3,3,5,7,0,1,0,3,8,1,1,3,3,2,5,3,5,10,6,0
18265,1,2,1,4,2,9,3,3,6,0,5,0,1,1,0,2,8,1,0,2,3,2,5,3,5,1,19,42
18266,5,2,1,4,1,8,3,5,6,1,5,6,0,0,3,2,8,0,0,2,1,1,2,2,1,2,8,39
18267,2,2,1,3,2,0,3,4,6,4,5,1,0,2,3,2,1,0,0,11,0,1,0,2,5,11,8,28
18268,4,0,1,1,3,8,0,3,11,2,5,1,0,0,3,2,1,1,0,1,0,1,2,2,4,1,8,15
18269,1,0,1,4,2,4,3,5,6,3,5,1,0,1,3,3,8,1,0,9,3,2,5,3,5,10,13,40
18270,0,0,0,4,1,7,0,5,8,5,5,0,0,0,0,2,8,0,0,2,0,0,2,2,5,3,0,0
18271,1,0,1,3,1,3,0,4,2,0,5,0,1,0,0,2,1,1,0,2,0,0,1,2,5,1,0,56
18272,3,1,1,4,0,7,3,4,4,3,5,1,0,3,3,3,1,1,0,1,0,1,1,2,5,11,12,0
18273,5,1,1,4,2,1,3,5,9,0,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,3,17,23
18274,3,1,1,1,0,0,3,4,6,4,5,0,0,0,3,2,8,1,0,3,0,0,0,2,5,10,12,19
18275,1,0,1,4,0,13,3,5,7,2,5,7,0,0,2,2,8,1,0,2,2,1,4,2,5,1,17,51
18276,1,1,0,2,3,11,0,3,9,3,5,7,0,0,3,2,7,1,0,2,3,2,5,3,5,10,17,11
18277,5,0,1,1,1,6,3,1,4,0,5,1,0,2,3,3,8,0,0,6,1,0,0,2,5,10,14,10
18278,5,2,1,1,2,4,3,5,3,2,5,1,0,3,2,3,7,0,0,2,0,1,0,2,4,1,4,48
18279,6,0,1,1,2,5,3,0,6,4,5,1,0,0,3,2,8,1,0,3,0,1,0,2,5,10,15,15
18280,5,2,1,4,1,3,2,5,6,3,5,1,0,0,3,4,8,0,0,4,3,2,5,3,5,10,7,20
18281,3,0,1,4,3,5,3,5,6,3,5,4,0,0,3,2,8,0,1,2,0,1,0,2,5,0,7,50
18282,4,3,1,3,4,4,3,5,7,2,5,2,0,0,0,2,2,0,0,2,0,1,3,2,5,0,20,1
18283,5,0,1,1,2,2,3,4,6,5,5,1,0,0,2,2,8,0,0,2,2,1,2,2,5,10,17,45
18284,1,0,1,4,1,0,3,2,8,3,5,4,0,1,3,3,7,0,0,9,3,2,5,3,5,10,13,16
18285,2,1,0,4,1,0,0,0,6,5,5,7,0,0,0,2,8,0,0,2,0,0,0,2,5,9,23,20
18286,0,0,1,4,2,0,3,4,5,4,4,7,0,2,3,2,5,1,0,2,0,1,0,2,5,9,13,30
18287,0,0,1,4,2,0,3,1,6,0,5,0,0,0,3,2,1,0,0,2,1,0,1,2,5,9,16,25
18288,3,0,1,4,1,4,3,5,6,2,5,1,0,0,2,2,8,0,0,2,1,1,1,2,5,1,3,1
18289,4,1,0,4,3,12,0,2,7,4,5,7,0,0,3,2,7,1,0,2,0,0,2,2,5,9,16,15
18290,2,0,1,1,3,0,3,5,7,1,5,0,0,0,3,2,8,0,0,2,3,2,5,3,5,4,15,33
18291,1,1,0,4,2,0,1,1,7,2,6,1,0,0,3,2,8,0,0,2,2,1,4,2,5,12,13,55
18292,5,1,1,4,2,6,3,3,5,2,3,1,0,0,3,2,1,1,0,3,0,0,1,2,5,9,14,35
18293,4,1,1,3,2,0,3,1,6,4,5,0,0,0,3,2,8,1,0,2,0,0,0,2,5,10,7,24
18294,0,1,1,4,1,0,3,1,8,5,5,0,0,2,0,3,2,1,0,2,0,0,0,2,5,6,19,40
18295,0,0,1,4,0,4,2,3,5,2,5,7,0,3,0,4,8,1,2,2,0,0,0,1,2,6,22,5
18296,0,3,1,4,1,8,3,5,6,1,5,1,0,0,2,2,8,0,1,2,0,1,0,2,5,1,18,56
18297,0,0,1,3,1,7,3,4,11,1,5,1,0,0,0,2,1,1,0,2,3,2,5,3,5,10,18,29
18298,5,1,0,1,2,5,3,5,8,3,5,7,0,0,2,2,8,0,0,2,0,1,3,2,5,2,17,45
18299,4,1,1,2,1,6,3,3,6,2,5,1,0,3,0,4,8,0,1,5,1,0,2,2,5,3,21,5
18300,0,0,1,3,3,13,2,4,7,1,5,7,0,0,3,2,8,1,0,2,1,1,3,2,5,11,13,8
18301,3,0,0,3,2,12,3,5,6,0,5,1,0,0,3,2,8,2,2,2,1,1,3,2,5,10,18,10
18302,5,0,1,1,1,7,3,0,4,1,5,0,0,2,3,3,8,1,0,5,1,0,0,2,4,10,14,10
18303,5,1,1,1,0,4,3,5,6,1,5,0,0,3,0,2,6,1,0,2,3,2,5,3,5,2,19,48
18304,4,2,0,0,2,10,3,1,6,2,6,0,0,3,0,2,1,1,0,2,0,1,1,2,5,12,19,42
18305,4,1,1,4,3,14,0,2,6,5,5,7,0,0,3,2,8,1,0,2,0,0,0,2,5,9,14,14
18306,3,3,1,4,2,13,3,1,6,0,5,7,0,2,0,2,6,1,1,1,0,0,2,2,5,3,16,21
18307,1,0,1,4,1,4,3,4,7,4,5,3,0,0,3,2,8,1,0,2,2,0,0,2,2,16,11,28
18308,3,1,1,1,2,0,3,5,7,1,5,1,0,0,3,2,8,0,0,2,1,1,4,2,5,4,16,33
