,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,hour,minute
17843,2,0,1,1,2,8,0,5,6,0,5,4,1,0,3,3,8,0,0,2,3,2,5,3,5,9,8,52
17844,2,0,1,3,1,8,3,5,6,2,5,6,0,0,0,2,8,0,1,2,0,1,0,2,5,1,0,55
17845,5,2,1,4,2,0,3,5,6,2,5,3,0,0,2,2,8,1,1,4,0,0,0,2,5,9,6,48
17846,2,0,1,4,2,11,3,5,6,5,5,7,0,0,3,2,1,0,0,2,0,1,4,2,5,0,19,30
17847,0,0,0,0,0,8,1,2,3,3,6,1,0,0,3,2,8,1,0,2,2,1,3,1,0,12,9,0
17848,1,2,1,4,1,5,3,5,6,1,5,7,0,0,3,2,8,1,0,2,0,1,0,0,4,1,9,41
17849,5,3,1,1,0,0,3,5,6,2,5,7,0,0,3,2,2,0,0,3,0,1,0,2,5,2,8,25
17850,3,1,1,4,3,2,3,5,4,2,5,7,0,0,2,2,8,1,0,2,3,2,5,3,5,12,18,23
17851,0,1,1,4,2,4,3,3,2,2,3,3,0,0,3,2,8,1,0,2,1,0,2,2,5,10,19,27
17852,3,1,1,4,0,0,0,5,6,2,5,1,0,0,3,2,8,1,0,2,2,1,4,2,5,9,16,0
17853,4,0,1,1,2,0,3,3,7,2,5,3,0,0,1,2,8,1,0,2,3,2,5,3,5,2,17,21
17854,3,1,1,2,1,12,1,0,5,1,5,0,0,1,1,2,8,0,0,9,1,1,4,2,5,10,16,48
17855,4,0,1,1,2,0,3,5,5,3,5,7,0,0,3,2,1,1,0,2,0,1,0,2,5,2,11,53
17856,3,0,1,1,2,0,3,3,7,1,4,2,0,0,1,2,0,0,0,2,0,1,1,2,5,10,6,0
17857,4,2,0,1,2,10,3,1,6,2,6,0,0,3,0,2,1,1,0,2,0,1,1,2,5,12,19,43
17858,6,0,1,2,1,0,3,5,9,2,5,0,0,0,3,2,8,0,0,2,3,2,5,3,5,4,7,14
17859,4,1,1,4,0,13,3,4,6,1,5,7,0,0,3,2,8,1,0,2,0,1,3,2,5,15,16,21
17860,0,2,1,4,1,0,3,2,6,2,5,7,0,0,3,2,1,1,0,2,2,1,3,2,5,16,17,1
17861,2,2,1,4,2,0,1,2,7,2,4,0,1,0,3,2,8,2,0,3,1,1,0,2,5,14,16,31
17862,6,3,0,1,3,0,3,5,5,4,5,1,0,2,0,2,1,1,0,2,2,1,1,2,5,3,21,15
17863,3,0,1,1,0,8,3,1,3,4,3,1,0,0,3,2,8,0,0,3,0,1,0,2,3,9,11,50
17864,4,3,1,4,2,5,3,5,7,4,5,7,0,0,3,2,4,0,0,3,0,0,3,2,5,1,14,29
17865,0,0,0,4,0,8,3,4,9,2,5,1,0,3,3,4,8,1,1,3,3,2,5,3,5,12,12,44
17866,1,1,1,2,2,14,1,2,8,4,5,1,0,1,2,2,4,0,0,4,3,2,5,3,5,16,6,47
17867,1,0,1,4,3,8,3,5,6,0,5,2,0,0,3,2,8,1,0,2,2,0,3,2,1,10,13,29
17868,5,1,1,1,2,8,0,3,12,2,5,0,0,0,3,2,3,1,0,2,0,1,1,2,5,0,7,14
17869,3,1,1,0,4,4,3,5,6,2,5,0,0,0,0,2,8,1,0,2,3,2,5,3,5,1,18,4
17870,1,0,1,1,0,5,3,3,8,1,5,0,0,0,3,2,8,0,0,2,1,0,1,2,1,9,16,25
17871,0,1,1,4,0,0,3,5,7,2,5,0,0,0,3,2,6,0,0,7,2,1,4,2,5,11,13,18
17872,0,0,1,4,2,5,3,2,8,2,5,7,0,0,3,0,8,1,0,2,3,2,5,3,5,10,11,46
17873,5,0,1,1,0,5,3,5,9,4,5,0,0,3,3,2,8,3,5,2,3,2,5,3,5,0,11,30
17874,3,0,1,3,1,0,3,1,6,4,5,0,0,0,3,2,8,1,0,5,0,0,0,2,5,10,15,20
17875,0,0,1,4,0,5,3,2,6,2,5,2,0,0,3,2,8,0,0,2,2,1,3,1,0,10,13,4
17876,6,0,1,2,3,6,3,0,6,3,5,1,0,0,3,2,8,1,0,3,1,1,0,2,5,10,15,15
17877,0,1,1,4,2,0,3,5,5,4,5,7,0,2,3,2,6,1,0,2,0,1,0,2,5,9,14,30
17878,2,3,1,1,2,8,3,2,2,5,5,4,0,0,3,2,8,2,1,2,1,1,1,2,5,10,12,55
17879,1,0,1,2,0,0,3,2,8,3,5,4,0,0,3,2,2,1,0,10,1,0,1,2,5,9,16,19
17880,4,0,1,1,2,0,3,3,7,2,5,3,0,0,1,2,8,1,0,2,3,2,5,3,5,2,17,21
17881,1,0,1,4,3,6,2,3,6,4,5,7,0,0,0,2,8,0,0,4,0,0,0,2,5,12,14,40
17882,1,0,0,4,1,6,3,3,7,2,5,7,0,1,0,2,8,2,2,0,3,2,5,3,5,2,19,28
17883,1,0,1,2,1,5,3,5,2,4,5,7,1,0,3,7,8,2,3,2,0,0,0,2,5,9,15,8
17884,2,2,1,3,2,7,3,2,7,1,5,1,0,0,3,2,8,1,0,2,0,0,0,2,5,0,12,22
17885,4,0,1,4,0,0,3,4,7,5,3,6,0,0,3,2,8,1,1,3,0,0,0,2,5,13,8,0
17886,5,2,1,4,3,0,3,1,7,1,5,7,0,1,3,2,8,1,0,3,0,0,0,2,5,10,17,27
17887,0,0,1,3,1,5,3,5,6,3,5,0,0,0,2,2,8,0,0,8,3,2,5,3,5,1,18,4
17888,4,2,1,3,0,9,3,5,7,3,5,0,0,2,3,2,8,2,4,2,0,1,3,1,5,10,10,29
17889,0,0,1,2,2,14,3,5,6,2,5,7,0,0,3,2,8,1,0,2,0,0,3,2,5,2,17,15
17890,3,0,1,4,1,5,3,4,7,6,5,1,0,0,2,2,8,0,1,6,0,1,1,2,5,0,22,28
17891,1,1,1,4,2,7,3,5,6,1,5,1,0,0,3,2,8,1,0,2,1,0,0,2,3,9,13,34
17892,4,0,1,4,1,14,3,5,7,2,5,1,0,2,0,3,4,0,1,2,2,1,3,2,5,9,20,5
17893,2,0,1,4,2,0,0,4,8,2,5,1,0,0,3,2,8,0,0,9,2,0,2,2,5,11,18,16
17894,4,2,0,4,2,11,3,0,9,4,2,0,0,1,3,2,8,0,0,1,0,0,4,2,5,15,19,14
17895,2,1,1,3,2,8,3,4,8,4,5,0,0,0,0,2,2,0,0,3,0,1,0,2,5,0,0,4
17896,5,2,1,3,2,10,0,0,4,1,5,1,0,3,0,2,8,0,0,10,0,0,3,2,5,11,16,50
17897,0,0,1,4,2,7,3,2,8,5,5,7,0,2,0,3,1,0,0,2,0,0,0,1,5,2,21,5
17898,4,0,1,4,3,13,3,5,6,1,5,2,0,0,3,2,8,0,0,2,1,1,0,1,5,0,14,23
17899,5,0,1,4,2,0,1,5,9,4,5,7,2,0,3,2,2,1,0,2,1,0,0,2,1,0,14,3
17900,0,1,1,1,0,7,3,5,8,2,5,2,0,0,3,2,6,1,0,1,3,2,5,3,5,1,12,40
17901,5,0,1,3,2,8,0,5,6,2,3,0,2,0,3,2,7,1,0,2,0,1,0,2,5,2,13,26
17902,3,0,1,4,3,4,3,2,3,3,3,0,0,2,3,2,8,2,3,3,0,1,0,2,5,0,15,35
17903,1,0,1,4,3,8,3,5,6,0,5,2,0,0,3,2,8,1,0,2,2,0,2,2,1,10,13,31
17904,3,0,0,4,2,0,3,5,7,2,5,6,0,3,2,2,8,1,0,2,3,2,5,3,5,9,15,34
17905,2,0,1,4,1,10,0,3,8,4,5,1,0,3,0,7,8,0,0,2,0,0,0,1,5,0,21,34
17906,0,1,0,4,2,0,3,2,2,5,5,0,0,0,3,2,5,0,0,2,0,0,0,2,5,3,16,40
17907,4,1,1,4,1,0,3,3,8,2,5,4,0,0,3,2,8,1,0,0,1,1,1,2,5,14,15,49
17908,4,1,1,0,4,9,2,0,6,2,5,1,0,0,0,2,2,0,1,1,3,2,5,3,5,0,9,4
17909,4,0,1,4,2,5,0,5,6,3,5,0,2,0,0,2,1,1,0,2,2,1,4,2,5,2,21,20
17910,0,2,1,4,1,4,3,5,7,1,5,1,0,0,3,2,8,1,0,2,0,0,0,2,5,4,12,40
17911,2,1,1,2,2,6,3,3,6,1,5,1,0,0,3,2,8,1,0,2,0,0,0,2,5,1,12,21
17912,0,1,1,2,1,0,2,4,7,2,5,7,0,0,2,2,2,0,1,2,3,2,5,3,5,0,17,55
17913,5,0,1,1,3,14,3,3,6,1,5,2,0,0,3,2,8,1,0,2,0,0,0,2,5,14,7,9
17914,3,1,1,4,2,0,3,5,6,4,5,1,1,0,3,3,8,0,0,2,3,2,5,3,5,0,14,30
17915,6,3,1,2,1,6,3,5,6,2,5,7,0,1,3,3,7,0,0,2,1,0,1,2,5,1,15,30
17916,5,1,1,4,2,4,3,3,4,2,6,7,0,0,3,2,8,2,0,2,3,2,5,3,5,12,13,25
17917,2,0,1,4,1,9,3,5,6,2,5,0,0,0,3,2,2,1,1,9,0,0,0,2,5,9,11,15
17918,1,1,1,2,2,0,3,1,7,4,5,1,0,1,1,2,8,0,0,6,0,1,1,2,5,0,5,0
17919,2,0,0,1,1,0,3,5,6,4,5,1,0,2,0,2,8,0,0,2,0,1,0,2,5,11,18,46
17920,3,3,1,4,2,7,3,2,7,3,5,7,0,0,1,2,8,1,1,3,3,2,5,3,5,1,16,18
17921,5,1,1,3,0,5,3,0,6,0,5,0,0,3,0,2,1,1,0,2,0,1,0,1,5,16,18,47
17922,5,0,0,4,3,10,1,1,9,2,4,5,0,0,3,2,6,1,0,1,2,1,4,2,5,10,19,14
17923,0,1,1,3,2,0,3,5,8,5,5,1,0,0,3,2,0,1,0,2,0,1,0,2,5,1,7,50
17924,2,0,1,0,0,0,3,5,6,2,5,7,0,2,0,6,2,0,0,2,0,1,0,2,5,5,3,54
17925,2,4,1,1,2,0,3,4,7,1,3,5,1,3,0,2,1,1,1,2,0,1,0,1,5,0,2,33
17926,5,0,1,4,2,0,3,5,7,1,1,7,0,0,3,2,8,1,0,2,3,2,5,3,5,1,8,29
17927,0,1,0,4,2,0,3,5,6,2,4,7,0,0,0,2,7,1,1,1,2,1,4,2,5,12,17,25
17928,1,1,1,4,2,1,3,2,7,1,2,0,0,1,3,3,0,1,1,2,2,1,4,2,5,11,10,45
17929,3,1,1,4,1,6,3,5,7,1,5,3,0,0,3,2,2,1,0,2,1,1,3,2,5,1,11,29
17930,2,1,1,4,4,6,3,1,10,4,5,3,0,0,1,2,1,1,0,2,3,2,5,3,5,9,4,25
17931,2,0,1,4,2,8,3,3,8,4,5,1,0,0,3,4,6,1,0,2,0,0,0,2,5,0,8,37
17932,5,1,1,2,2,0,3,3,7,2,5,1,0,0,0,2,8,0,0,2,2,1,3,2,4,1,17,19
17933,1,0,1,4,2,11,3,5,4,3,5,1,0,1,3,2,8,0,0,0,0,0,0,2,5,12,16,10
17934,0,1,1,4,2,5,3,3,6,2,5,5,0,0,3,2,8,1,0,2,0,1,1,1,3,10,14,6
17935,3,1,1,4,1,5,3,5,6,2,5,0,0,0,2,2,7,0,0,2,1,1,0,2,5,0,3,1
17936,4,1,1,0,3,0,3,5,6,2,5,6,0,2,3,2,8,1,0,2,0,0,0,2,5,13,10,4
17937,3,1,1,3,3,0,3,5,6,1,5,1,0,0,3,2,8,3,0,2,0,1,0,2,5,4,18,30
17938,3,0,1,4,0,10,3,5,6,2,5,7,0,0,3,2,8,1,0,3,3,2,5,3,5,4,17,45
17939,2,2,1,4,1,0,1,2,3,3,5,2,1,0,3,2,1,1,1,2,3,2,5,3,5,0,10,0
17940,5,3,1,3,2,0,3,4,9,4,5,7,1,0,3,2,8,1,0,2,3,2,5,3,5,7,14,45
17941,0,3,1,3,1,4,3,5,6,0,5,0,0,0,3,2,8,0,0,2,0,0,0,2,5,2,12,40
17942,0,0,1,4,2,8,3,0,6,4,5,1,0,0,2,2,0,0,0,2,3,2,5,3,5,1,8,17
17943,0,4,1,4,1,7,3,5,7,2,5,6,0,0,3,2,8,0,0,1,0,1,0,2,5,2,16,55
17944,3,1,0,1,0,5,3,5,9,1,5,1,0,0,1,2,8,2,0,2,0,1,0,2,5,16,18,32
17945,1,1,1,2,2,13,3,2,7,3,5,7,0,0,0,2,3,0,0,2,0,1,1,2,5,2,17,56
17946,3,1,1,4,1,1,3,5,3,2,5,7,0,1,3,3,8,1,0,2,0,1,0,2,5,10,13,29
17947,0,0,1,4,2,8,3,2,2,2,5,4,0,0,3,2,8,1,0,2,1,1,1,2,3,3,8,0
17948,5,0,1,4,2,1,3,5,7,2,5,7,0,0,3,2,8,2,0,2,3,2,5,3,5,6,8,25
17949,5,2,1,1,2,3,3,0,5,3,5,7,0,3,3,2,8,0,0,7,0,0,0,2,5,0,16,5
17950,0,1,1,1,1,8,3,3,5,0,5,2,0,1,3,2,1,0,0,2,3,2,5,3,5,12,18,26
17951,5,0,1,4,2,12,0,2,11,2,4,0,0,0,3,2,7,0,0,2,0,1,0,2,5,0,7,12
17952,2,2,1,4,2,0,3,5,6,0,5,7,0,2,3,2,5,0,0,2,0,0,0,2,5,0,20,20
17953,5,3,1,1,1,9,3,5,8,5,5,2,0,0,3,2,8,1,0,2,2,0,1,2,0,11,15,42
17954,0,0,1,4,1,7,3,1,2,2,3,4,0,1,1,2,8,1,0,2,1,1,2,2,3,2,6,0
17955,3,0,1,4,2,9,1,3,10,2,5,5,0,1,3,2,8,0,0,2,3,2,5,3,5,1,11,49
17956,1,2,1,4,0,0,3,4,6,2,5,3,0,0,3,2,8,0,0,2,1,1,1,2,5,16,8,3
17957,3,1,1,3,0,12,3,5,6,5,5,2,0,0,3,2,8,0,0,2,0,0,0,2,5,10,13,45
17958,5,2,1,4,2,0,3,5,7,5,5,7,0,0,3,2,7,2,0,2,0,0,0,2,5,10,7,24
17959,4,0,1,1,1,7,3,5,6,2,5,7,0,3,3,6,2,1,0,9,2,1,3,2,5,13,17,4
17960,2,1,1,4,1,1,1,3,7,2,5,7,0,0,3,2,0,1,0,2,0,1,0,2,5,0,14,51
17961,0,0,1,2,1,6,3,3,7,4,5,1,0,0,3,2,6,0,0,11,0,0,0,2,3,9,10,21
17962,5,0,1,3,3,14,3,5,6,2,5,1,0,0,3,2,6,0,0,8,3,2,5,3,5,0,14,0
17963,1,0,1,4,3,8,3,5,7,5,5,0,0,0,3,2,8,1,0,2,0,1,0,1,5,1,11,35
17964,5,1,1,4,1,2,3,5,6,3,5,0,3,3,3,2,8,3,5,2,2,1,3,2,5,0,11,30
17965,0,2,1,1,0,4,3,5,8,2,4,6,0,0,3,2,8,1,0,2,0,0,1,2,5,12,9,52
17966,0,0,1,4,1,0,3,4,1,1,5,7,2,0,0,2,8,0,0,2,2,1,4,2,5,9,6,10
17967,0,0,1,3,2,9,3,4,6,4,5,7,0,0,3,2,8,1,0,1,3,2,5,3,5,1,14,41
17968,0,1,1,2,3,12,1,3,8,3,5,7,0,0,3,4,8,1,1,2,3,2,5,3,5,10,15,8
17969,0,3,0,4,2,0,3,5,7,2,5,2,0,2,0,2,8,1,0,2,3,2,5,3,5,9,16,34
17970,5,0,1,1,2,3,3,5,6,4,5,2,0,0,3,2,8,0,0,2,1,0,1,2,5,9,17,46
17971,3,2,1,4,2,0,3,3,6,0,3,7,0,0,1,2,8,1,0,2,0,0,0,2,5,7,19,40
17972,0,1,0,4,1,0,3,3,6,2,5,2,0,0,3,2,8,0,0,3,3,2,5,3,5,5,11,46
17973,1,0,0,4,1,13,3,0,5,5,5,7,0,0,2,2,2,0,2,1,0,0,1,2,5,2,12,49
17974,2,0,1,4,2,1,3,1,7,5,5,5,0,0,0,2,8,1,0,2,0,1,0,2,5,11,2,20
17975,0,0,1,3,1,7,3,5,5,6,3,0,0,0,3,2,8,0,0,2,0,1,1,2,5,12,15,11
17976,5,2,1,4,0,8,3,5,6,3,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,8,13,48
17977,1,0,1,4,2,2,3,2,6,1,5,7,0,0,1,2,8,1,0,9,1,1,4,1,5,0,20,0
17978,4,0,1,1,2,0,2,4,6,2,5,7,1,0,3,2,8,0,0,2,0,0,1,2,5,9,18,48
17979,2,2,1,3,1,10,3,0,5,3,5,7,0,0,3,2,2,3,0,4,0,0,0,2,5,2,11,43
17980,0,3,1,4,1,0,3,5,6,1,5,4,0,0,1,2,8,1,0,2,1,1,3,2,5,16,20,57
17981,5,0,1,4,1,0,3,5,8,2,5,7,0,3,0,3,8,0,0,2,3,2,5,3,5,1,16,5
17982,5,1,1,4,2,3,3,5,5,2,5,7,0,0,3,2,8,4,1,2,3,2,5,3,5,10,9,24
17983,4,0,1,1,1,7,3,5,7,5,5,7,2,2,2,2,8,1,0,2,0,1,1,2,5,2,20,30
17984,4,1,1,4,2,0,0,3,7,1,4,0,1,0,3,2,8,2,0,2,1,1,1,2,5,12,17,30
17985,1,1,1,4,2,3,0,1,8,3,5,1,0,0,3,5,2,1,3,3,3,2,5,3,5,0,9,4
17986,0,1,1,4,3,6,3,4,7,5,5,7,0,0,3,2,1,1,0,3,1,0,1,2,5,1,11,26
17987,2,3,1,1,2,10,1,5,6,0,5,7,0,0,0,6,6,0,1,1,0,0,0,2,5,5,20,20
17988,3,0,1,3,2,3,3,1,6,2,5,0,0,0,0,2,8,0,0,6,2,1,3,2,5,3,0,56
17989,2,3,1,3,3,2,3,2,8,4,5,1,0,0,0,2,6,0,2,1,0,1,2,2,5,0,0,11
17990,0,2,1,3,3,7,3,4,6,5,3,0,0,0,0,2,6,1,3,2,2,1,4,2,5,0,19,55
17991,0,0,1,2,2,14,3,3,7,2,5,0,0,0,3,2,8,1,0,3,0,1,3,2,5,3,16,17
17992,3,2,1,1,2,8,3,5,3,2,5,1,0,0,3,2,2,0,0,2,0,1,2,2,5,0,13,26
17993,2,1,1,4,2,4,2,1,1,5,5,0,0,3,1,4,6,0,0,2,0,0,0,2,4,3,17,57
17994,0,0,1,1,2,0,3,3,7,3,5,7,0,0,2,2,8,1,0,3,0,0,1,1,5,4,22,5
17995,0,0,1,4,2,0,3,5,7,2,5,0,0,0,3,2,8,1,0,2,2,1,4,2,5,11,8,22
17996,4,1,1,4,1,3,3,5,6,2,5,1,0,0,3,2,6,0,0,2,2,1,1,1,3,0,5,1
17997,0,2,1,4,2,6,3,5,7,5,3,0,0,0,0,2,6,2,3,2,3,2,5,3,5,1,19,54
17998,5,0,1,4,3,0,1,2,2,2,5,3,0,0,3,2,2,0,0,2,0,0,1,2,5,0,12,32
17999,3,0,1,2,3,0,3,1,2,4,5,2,0,3,0,7,8,1,0,2,0,1,0,2,5,9,5,39
18000,1,1,1,4,2,0,2,4,11,2,5,2,0,0,3,2,2,1,4,2,3,2,5,3,5,0,11,4
18001,4,0,1,4,3,9,3,2,6,2,5,1,0,2,0,3,8,0,1,8,0,0,2,1,5,2,21,5
18002,5,0,0,1,1,3,3,5,6,4,5,1,0,0,2,2,8,0,0,2,1,1,0,2,5,10,17,46
18003,2,0,1,1,2,0,3,0,5,4,6,1,0,0,3,2,8,0,0,4,3,2,5,3,5,2,10,56
18004,6,2,1,4,1,12,3,3,10,2,5,7,0,0,3,2,8,1,0,2,2,1,2,2,2,17,15,7
18005,0,1,0,4,1,0,3,2,7,2,5,3,0,0,3,2,8,0,0,2,3,2,5,3,5,4,11,45
18006,3,0,1,2,2,10,3,4,7,4,5,7,0,3,0,4,5,0,0,2,0,1,1,1,5,11,19,16
18007,6,0,1,2,1,8,3,5,3,0,5,4,0,0,3,7,4,1,0,2,1,1,2,2,5,12,13,55
18008,2,1,1,3,1,14,3,2,6,4,5,7,0,0,3,2,8,0,0,2,2,1,4,2,5,10,19,0
18009,3,3,0,4,3,4,1,0,6,2,5,6,3,2,3,4,1,0,0,2,0,1,1,2,5,3,16,3
18010,3,1,1,1,2,1,3,3,6,2,5,2,0,0,3,2,8,0,3,2,3,2,5,3,5,12,11,4
18011,0,0,1,4,3,7,3,4,6,3,4,2,0,0,3,2,8,0,0,3,0,0,0,2,5,9,11,49
18012,4,0,0,3,2,0,3,5,7,1,0,7,0,0,3,2,8,1,0,2,3,2,5,3,5,1,7,30
18013,4,1,1,4,0,7,1,5,6,2,5,3,0,0,3,2,8,1,0,2,2,1,4,2,5,10,9,4
18014,0,0,1,3,2,7,3,4,6,5,5,7,0,0,3,2,1,1,0,4,1,0,1,2,5,0,11,27
18015,5,1,1,4,2,0,0,4,11,3,5,7,4,0,3,2,1,1,0,2,1,1,0,2,0,1,15,4
18016,5,0,1,4,2,1,3,2,4,3,5,4,2,0,3,2,8,1,0,3,1,0,0,2,5,10,17,29
18017,3,1,1,3,1,2,3,3,7,4,5,0,0,2,0,3,0,1,2,2,3,2,5,3,5,11,20,15
18018,4,1,1,2,4,8,3,3,3,4,5,1,0,1,3,2,7,0,0,6,0,1,1,2,5,2,8,29
18019,2,3,1,3,1,5,3,1,6,2,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,4,17,0
18020,4,2,1,4,3,6,3,1,8,3,4,2,0,0,0,2,2,1,0,2,3,2,5,3,5,9,4,26
18021,0,1,1,1,0,1,3,2,7,2,4,1,0,0,3,2,4,0,0,2,1,0,0,2,5,10,8,56
18022,3,1,1,3,2,8,3,1,6,2,5,6,0,0,3,2,8,0,0,2,0,1,3,2,5,1,13,50
18023,2,0,1,4,2,0,3,1,7,5,5,6,0,0,0,2,8,1,0,2,0,1,0,2,5,11,2,20
18024,4,3,1,2,2,5,3,5,6,3,5,1,0,0,2,2,8,0,0,2,0,0,0,2,5,2,17,29
18025,5,0,1,0,2,4,3,4,6,1,5,3,0,0,3,2,8,1,1,3,2,1,0,2,6,9,19,2
18026,1,1,1,4,2,1,1,5,6,4,5,7,0,0,3,2,5,1,0,2,0,1,0,2,5,0,8,21
18027,0,2,1,4,1,0,2,4,2,4,5,0,0,0,2,2,2,1,0,2,0,1,1,2,5,2,18,41
18028,3,4,0,2,1,6,3,2,9,4,5,1,0,0,1,2,8,1,1,2,0,1,0,2,5,12,19,35
18029,4,2,1,1,1,9,3,3,7,2,5,0,0,1,3,2,8,1,0,2,0,0,1,2,5,1,18,0
18030,1,0,0,4,2,11,3,0,5,4,5,7,0,0,2,2,4,0,1,2,0,0,1,2,5,2,14,49
18031,4,3,1,3,1,6,0,4,9,2,5,7,0,0,3,2,8,1,0,2,1,1,1,2,5,11,6,50
18032,2,1,1,4,2,4,3,2,4,6,5,1,1,0,3,2,8,1,0,2,1,0,0,2,3,13,9,26
18033,2,0,1,4,2,0,3,5,4,3,5,0,0,0,3,2,8,1,1,2,1,0,3,2,5,0,17,21
18034,1,2,0,4,3,9,3,4,2,1,5,7,2,0,3,2,8,1,0,2,0,1,0,2,5,11,17,39
18035,3,0,1,4,0,9,3,5,6,2,5,7,0,2,0,2,8,1,1,2,0,1,0,2,5,10,1,34
18036,2,4,1,4,2,0,3,3,8,4,5,1,0,0,0,2,7,0,2,2,0,1,2,2,5,0,0,11
18037,6,0,1,4,2,4,3,1,7,4,4,7,0,0,3,2,7,2,0,2,0,0,0,2,5,12,7,25
18038,2,0,1,1,0,3,3,0,7,2,5,1,0,0,0,2,8,0,1,9,0,1,0,2,5,0,2,14
18039,2,3,0,4,1,0,3,0,4,2,5,7,0,0,1,2,8,0,0,2,1,1,2,2,5,4,22,22
18040,2,1,1,4,1,12,3,4,6,2,5,2,0,0,3,2,1,0,0,2,3,2,5,3,5,7,12,29
18041,0,1,1,4,2,0,3,4,6,2,5,7,0,0,3,2,8,1,0,2,0,1,3,1,5,3,17,14
18042,2,2,1,4,2,5,3,3,7,1,5,7,0,0,3,2,6,1,1,2,3,2,5,3,5,4,15,0
18043,1,4,0,4,3,5,3,5,5,2,5,1,0,0,0,2,8,0,0,2,0,1,1,2,5,1,2,35
18044,5,2,1,1,3,13,2,4,5,1,5,1,0,3,2,2,8,0,0,10,0,0,0,2,5,11,13,50
18045,3,1,1,4,2,3,3,4,5,4,5,1,0,0,3,2,8,0,0,3,0,0,0,2,5,10,13,0
18046,0,1,1,4,1,7,3,2,6,2,5,7,0,0,3,3,6,0,0,3,3,2,5,3,5,10,11,48
18047,5,3,1,4,0,0,3,5,8,4,5,1,0,0,3,2,8,0,0,2,0,0,1,2,5,3,12,9
18048,5,0,1,1,3,0,3,3,7,2,5,7,1,0,3,2,8,0,0,3,1,0,2,2,5,2,15,44
18049,3,1,1,4,4,7,3,1,8,4,5,1,0,0,0,2,2,1,0,2,3,2,5,3,5,10,2,25
18050,0,2,1,4,1,0,3,4,3,3,5,0,0,0,3,2,2,1,0,2,0,0,0,2,5,3,17,42
18051,3,1,1,4,4,7,3,2,7,4,5,4,0,0,1,2,5,1,0,2,3,2,5,3,5,10,1,25
18052,1,1,1,3,2,10,3,5,2,1,5,7,2,0,3,2,6,1,0,2,0,1,0,2,5,12,16,40
18053,2,1,1,4,1,12,3,4,5,2,5,2,0,0,3,2,1,0,0,2,3,2,5,3,5,7,12,29
18054,4,0,1,4,1,8,3,5,6,0,5,0,0,3,0,2,8,0,0,2,2,1,3,1,5,1,20,43
18055,4,0,1,3,2,5,3,1,6,2,5,7,0,0,3,2,8,0,0,2,0,1,2,2,5,3,15,30
18056,4,0,1,1,3,8,3,2,6,1,5,0,0,0,0,2,1,1,0,2,1,0,1,2,5,0,23,33
18057,3,0,1,1,2,0,3,5,7,1,5,1,0,0,3,2,8,0,0,2,2,1,4,2,5,4,16,33
18058,4,0,1,1,1,8,3,5,7,5,5,7,2,3,2,2,8,1,0,2,0,1,0,2,5,1,20,30
18059,0,0,1,4,2,7,3,5,6,0,5,1,0,0,3,2,8,1,0,2,2,0,0,2,1,10,13,33
18060,0,0,1,4,2,8,3,5,7,2,5,7,0,0,3,2,8,0,0,2,2,1,4,2,5,12,16,35
18061,6,2,1,4,3,1,3,1,7,4,5,1,0,3,3,2,8,1,1,2,1,1,2,2,5,10,10,35
18062,0,0,1,0,1,0,3,5,7,2,5,1,0,0,3,2,1,0,0,2,0,1,0,2,5,10,16,52
18063,2,2,1,2,1,7,3,3,5,2,6,0,1,3,0,3,4,0,0,5,0,0,1,2,5,1,16,58
18064,6,0,1,1,1,4,3,3,1,4,5,1,0,1,3,2,8,1,0,2,2,1,4,2,5,2,7,3
18065,0,3,1,3,2,0,3,5,6,2,5,5,0,0,0,2,1,0,0,2,1,0,0,2,1,8,15,55
18066,0,0,1,4,0,0,3,2,8,3,5,4,0,0,3,2,4,0,0,9,1,1,2,2,5,9,15,20
18067,1,1,1,4,3,8,3,4,4,2,5,7,1,0,1,2,8,0,0,3,0,1,0,2,5,12,16,40
18068,3,0,1,4,1,6,3,5,5,3,5,1,0,1,3,2,5,0,0,2,0,0,0,2,5,11,13,0
18069,2,1,1,1,0,7,3,1,6,2,5,7,0,0,3,2,7,0,0,4,0,0,1,2,5,2,16,45
18070,5,2,1,4,3,0,3,5,2,0,5,1,0,0,3,2,6,0,0,2,0,0,0,1,5,9,18,12
18071,4,0,1,3,3,13,3,5,7,1,5,1,0,0,3,2,8,1,0,2,0,0,0,2,5,0,11,0
18072,2,1,1,4,0,8,3,5,6,2,5,7,1,0,3,2,3,0,0,2,3,2,5,3,5,10,14,51
18073,2,2,1,4,2,8,3,2,8,1,5,1,0,0,3,2,8,1,0,2,0,0,0,2,5,0,12,22
18074,4,2,1,1,3,4,3,4,8,1,5,0,0,0,2,2,8,0,2,2,2,1,4,2,5,11,23,35
18075,1,0,0,4,2,13,3,0,4,5,5,7,0,0,2,2,2,1,2,2,0,0,0,2,5,3,12,46
